ticker,date,prev_close,open,high,close,high_time,gap_up_pct,morning_gain_pct,drop_from_high_pct,close_vs_prev_pct
5597.T,2025-09-29,2206.0,2256.0,2345.0,2218.0,09:05:00,2.2665457842248413,3.945035460992908,5.415778251599147,0.543970988213962
5029.T,2025-11-14,1096.0,1141.0,1190.0,1126.0,09:05:00,4.105839416058394,4.294478527607362,5.378151260504202,2.737226277372263
5706.T,2025-11-04,15760.0,16515.0,17015.0,16100.0,10:05:00,4.790609137055838,3.0275507114744173,5.377607992947399,2.1573604060913705
9344.T,2025-11-25,891.0,910.0,979.0,927.0,10:00:00,2.132435465768799,7.582417582417582,5.3115423901940755,4.040404040404041
7746.T,2025-09-29,255.0,263.0,264.0,250.0,09:00:00,3.1372549019607843,0.38022813688212925,5.303030303030303,-1.9607843137254901
6993.T,2025-10-21,34.0,35.0,38.0,36.0,10:15:00,2.941176470588235,8.571428571428571,5.263157894736842,5.88235294117647
6433.T,2025-12-01,342.0,366.0,422.0,400.0,09:20:00,7.017543859649122,15.300546448087433,5.213270142180095,16.95906432748538
7826.T,2025-11-07,2762.0,3225.0,3265.0,3095.0,09:20:00,16.7632150615496,1.2403100775193798,5.206738131699847,12.056480811006518
5016.T,2025-11-25,1601.5,1652.0,1698.0,1610.5,09:50:00,3.153293787074617,2.784503631961259,5.153121319199058,0.561973150171714
8746.T,2025-12-01,297.0,305.0,311.0,295.0,09:00:00,2.6936026936026933,1.9672131147540985,5.144694533762058,-0.6734006734006733
6525.T,2025-09-30,4206.0,4398.0,4427.0,4200.0,09:05:00,4.56490727532097,0.6593906321055024,5.127625931782245,-0.14265335235378032
3110.T,2025-11-20,13520.0,15080.0,16150.0,15330.0,09:25:00,11.538461538461538,7.095490716180371,5.077399380804954,13.38757396449704
6240.T,2025-10-10,794.0,824.0,849.0,806.0,09:35:00,3.7783375314861463,3.033980582524272,5.064782096584216,1.5113350125944585
7271.T,2025-10-21,760.0,862.0,910.0,864.0,09:30:00,13.421052631578947,5.56844547563805,5.054945054945055,13.684210526315791
6240.T,2025-10-01,723.0,765.0,772.0,733.0,09:05:00,5.809128630705394,0.9150326797385622,5.051813471502591,1.3831258644536653
1844.T,2025-10-08,700.0,730.0,733.0,696.0,09:30:00,4.285714285714286,0.410958904109589,5.0477489768076405,-0.5714285714285714
4814.T,2025-10-21,209.0,214.0,218.0,207.0,09:05:00,2.3923444976076556,1.8691588785046727,5.045871559633028,-0.9569377990430622
5803.T,2025-11-20,17840.0,19840.0,19850.0,18850.0,09:10:00,11.210762331838566,0.05040322580645161,5.037783375314862,5.661434977578475
1844.T,2025-09-04,1220.0,1281.0,1450.0,1377.0,10:10:00,5.0,13.192818110850899,5.0344827586206895,12.868852459016395
3103.T,2025-11-19,269.0,294.0,298.0,283.0,09:05:00,9.293680297397769,1.3605442176870748,5.033557046979865,5.204460966542751
3350.T,2025-09-29,517.0,537.0,538.0,511.0,09:05:00,3.8684719535783367,0.186219739292365,5.018587360594796,-1.160541586073501
6525.T,2025-11-20,4013.0,4367.0,4466.0,4242.0,09:20:00,8.821330675305258,2.2670025188916876,5.015673981191222,5.706454024420633
4397.T,2025-11-25,515.0,535.0,540.0,513.0,09:55:00,3.8834951456310676,0.9345794392523363,5.0,-0.3883495145631068
4591.T,2025-10-08,96.0,100.0,100.0,95.0,09:05:00,4.166666666666666,0.0,5.0,-1.0416666666666665
2134.T,2025-10-29,38.0,39.0,40.0,38.0,09:10:00,2.631578947368421,2.564102564102564,5.0,0.0
