model,n,days,pf,win,sum,avg,dd,worst,cvar05,variant,entry,long_exit,short_entry,short_exit,type
mlcc_flow_top1_day: L 09:15->10:00 / S 10:00->14:00,25,25,0.9055666003976143,52.0,-9500.0,-380.0,-53800.0,-21200.0,-18050.0,mlcc_flow_top1_day,09:15,10:00,10:00,14:00,long_short
mlcc_flow_top1_day: L 09:15->10:00 / S 10:00->14:30,25,25,1.1811902231668439,52.0,17050.0,682.0,-49350.0,-18000.0,-17600.0,mlcc_flow_top1_day,09:15,10:00,10:00,14:30,long_short
mlcc_flow_top1_day: L 09:15->10:00 / S 10:00->15:00,25,25,1.352683461117196,44.0,32200.0,1288.0,-53000.0,-16200.0,-15700.0,mlcc_flow_top1_day,09:15,10:00,10:00,15:00,long_short
mlcc_flow_top1_day: L 09:15->10:00 / S 10:00->15:25,2,2,0.0,0.0,-10400.0,-5200.0,-8400.0,-8400.0,-8400.0,mlcc_flow_top1_day,09:15,10:00,10:00,15:25,long_short
mlcc_flow_top1_day: L 09:15->10:15,25,25,1.3221797323135756,48.0,16850.0,674.0,-14700.0,-14700.0,-11050.0,mlcc_flow_top1_day,09:15,10:15,-,-,long_only
mlcc_flow_top1_day: L 09:15->10:15 / S 10:15->13:30,25,25,0.5491033304867634,40.0,-52800.0,-2112.0,-59000.0,-29400.0,-26400.0,mlcc_flow_top1_day,09:15,10:15,10:15,13:30,long_short
mlcc_flow_top1_day: L 09:15->10:15 / S 10:15->14:00,25,25,0.574430823117338,44.0,-48600.0,-1944.0,-54700.0,-33800.0,-29700.0,mlcc_flow_top1_day,09:15,10:15,10:15,14:00,long_short
mlcc_flow_top1_day: L 09:15->10:15 / S 10:15->14:30,25,25,0.7850877192982456,44.0,-22050.0,-882.0,-40500.0,-29400.0,-25900.0,mlcc_flow_top1_day,09:15,10:15,10:15,14:30,long_short
mlcc_flow_top1_day: L 09:15->10:15 / S 10:15->15:00,25,25,0.9314115308151093,44.0,-6900.0,-276.0,-38500.0,-29600.0,-25100.0,mlcc_flow_top1_day,09:15,10:15,10:15,15:00,long_short
mlcc_flow_top1_day: L 09:15->10:15 / S 10:15->15:25,2,2,0.6153846153846154,50.0,-3000.0,-1500.0,-7800.0,-7800.0,-7800.0,mlcc_flow_top1_day,09:15,10:15,10:15,15:25,long_short
mlcc_flow_top1_day: L 09:15->10:30,25,25,1.2050653594771241,56.00000000000001,12550.0,502.0,-23600.0,-23600.0,-16600.0,mlcc_flow_top1_day,09:15,10:30,-,-,long_only
mlcc_flow_top1_day: L 09:15->10:30 / S 10:30->13:30,25,25,0.45711759504862953,44.0,-61400.0,-2456.0,-73100.0,-41200.0,-34300.0,mlcc_flow_top1_day,09:15,10:30,10:30,13:30,long_short
mlcc_flow_top1_day: L 09:15->10:30 / S 10:30->14:00,25,25,0.5257048092868989,44.0,-57200.0,-2288.0,-66400.0,-51600.0,-37600.0,mlcc_flow_top1_day,09:15,10:30,10:30,14:00,long_short
mlcc_flow_top1_day: L 09:15->10:30 / S 10:30->14:30,25,25,0.7320804195804196,52.0,-30650.0,-1226.0,-50500.0,-47200.0,-33800.0,mlcc_flow_top1_day,09:15,10:30,10:30,14:30,long_short
mlcc_flow_top1_day: L 09:15->10:30 / S 10:30->15:00,25,25,0.8627103631532329,52.0,-15500.0,-620.0,-47400.0,-47400.0,-33000.0,mlcc_flow_top1_day,09:15,10:30,10:30,15:00,long_short
mlcc_flow_top1_day: L 09:15->10:30 / S 10:30->15:25,2,2,0.8157894736842105,50.0,-1400.0,-700.0,-7600.0,-7600.0,-7600.0,mlcc_flow_top1_day,09:15,10:30,10:30,15:25,long_short
mlcc_flow_top1_day: L 09:15->10:45,25,25,1.4704890387858347,48.0,27900.0,1116.0,-20600.0,-20600.0,-14250.0,mlcc_flow_top1_day,09:15,10:45,-,-,long_only
mlcc_flow_top1_day: L 09:15->10:45 / S 10:45->13:30,25,25,0.7211625794732062,52.0,-30700.0,-1228.0,-41500.0,-35200.0,-30000.0,mlcc_flow_top1_day,09:15,10:45,10:45,13:30,long_short
mlcc_flow_top1_day: L 09:15->10:45 / S 10:45->14:00,25,25,0.7629695885509838,40.0,-26500.0,-1060.0,-45600.0,-45600.0,-33300.0,mlcc_flow_top1_day,09:15,10:45,10:45,14:00,long_short
mlcc_flow_top1_day: L 09:15->10:45 / S 10:45->14:30,25,25,1.0004784688995216,48.0,50.0,2.0,-41200.0,-41200.0,-29500.0,mlcc_flow_top1_day,09:15,10:45,10:45,14:30,long_short
mlcc_flow_top1_day: L 09:15->10:45 / S 10:45->15:00,25,25,1.1457334611697028,52.0,15200.0,608.0,-41400.0,-41400.0,-28700.0,mlcc_flow_top1_day,09:15,10:45,10:45,15:00,long_short
mlcc_flow_top1_day: L 09:15->10:45 / S 10:45->15:25,2,2,0.8787878787878788,50.0,-800.0,-400.0,-6600.0,-6600.0,-6600.0,mlcc_flow_top1_day,09:15,10:45,10:45,15:25,long_short
mlcc_flow_top1_day: L 09:15->11:00,25,25,1.5258992805755396,52.0,36550.0,1462.0,-25500.0,-15300.0,-14100.0,mlcc_flow_top1_day,09:15,11:00,-,-,long_only
mlcc_flow_top1_day: L 09:15->11:00 / S 11:00->13:30,25,25,0.875116495806151,44.0,-13400.0,-536.0,-24600.0,-24600.0,-22800.0,mlcc_flow_top1_day,09:15,11:00,11:00,13:30,long_short
mlcc_flow_top1_day: L 09:15->11:00 / S 11:00->14:00,25,25,0.9123809523809524,44.0,-9200.0,-368.0,-35000.0,-35000.0,-26100.0,mlcc_flow_top1_day,09:15,11:00,11:00,14:00,long_short
mlcc_flow_top1_day: L 09:15->11:00 / S 11:00->14:30,25,25,1.1835978835978835,56.00000000000001,17350.0,694.0,-30600.0,-30600.0,-23500.0,mlcc_flow_top1_day,09:15,11:00,11:00,14:30,long_short
mlcc_flow_top1_day: L 09:15->11:00 / S 11:00->15:00,25,25,1.3371369294605808,56.00000000000001,32500.0,1300.0,-30800.0,-30800.0,-25100.0,mlcc_flow_top1_day,09:15,11:00,11:00,15:00,long_short
mlcc_flow_top1_day: L 09:15->11:00 / S 11:00->15:25,2,2,1.53125,50.0,3400.0,1700.0,-6400.0,-6400.0,-6400.0,mlcc_flow_top1_day,09:15,11:00,11:00,15:25,long_short
mlcc_flow_top1_day: L 09:20->10:00,23,23,2.7219512195121953,60.86956521739131,35300.0,1534.7826086956522,-6900.0,-5100.0,-4950.0,mlcc_flow_top1_day,09:20,10:00,-,-,long_only
mlcc_flow_top1_day: L 09:20->10:00 / S 10:00->13:30,23,23,0.7333333333333333,39.130434782608695,-28400.0,-1234.7826086956522,-40500.0,-20200.0,-19200.0,mlcc_flow_top1_day,09:20,10:00,10:00,13:30,long_short
mlcc_flow_top1_day: L 09:20->10:00 / S 10:00->14:00,23,23,0.8497807017543859,39.130434782608695,-13700.0,-595.6521739130435,-39500.0,-16400.0,-15800.0,mlcc_flow_top1_day,09:20,10:00,10:00,14:00,long_short
mlcc_flow_top1_day: L 09:20->10:00 / S 10:00->14:30,23,23,1.0982142857142858,47.82608695652174,8250.0,358.69565217391306,-34350.0,-17500.0,-15350.0,mlcc_flow_top1_day,09:20,10:00,10:00,14:30,long_short
mlcc_flow_top1_day: L 09:20->10:00 / S 10:00->15:00,23,23,1.3433242506811989,43.47826086956522,25200.0,1095.6521739130435,-37400.0,-12800.0,-12650.0,mlcc_flow_top1_day,09:20,10:00,10:00,15:00,long_short
mlcc_flow_top1_day: L 09:20->10:00 / S 10:00->15:25,2,2,0.02857142857142857,50.0,-6800.0,-3400.0,-7000.0,-7000.0,-7000.0,mlcc_flow_top1_day,09:20,10:00,10:00,15:25,long_short
mlcc_flow_top1_day: L 09:20->10:15,23,23,2.873056994818653,65.21739130434783,36150.0,1571.7391304347825,-6400.0,-4700.0,-4550.0,mlcc_flow_top1_day,09:20,10:15,-,-,long_only
mlcc_flow_top1_day: L 09:20->10:15 / S 10:15->13:30,23,23,0.7141327623126338,52.17391304347826,-26700.0,-1160.8695652173913,-38000.0,-24600.0,-21700.0,mlcc_flow_top1_day,09:20,10:15,10:15,13:30,long_short
mlcc_flow_top1_day: L 09:20->10:15 / S 10:15->14:00,23,23,0.8518518518518519,43.47826086956522,-12000.0,-521.7391304347826,-30200.0,-20800.0,-17350.0,mlcc_flow_top1_day,09:20,10:15,10:15,14:00,long_short
mlcc_flow_top1_day: L 09:20->10:15 / S 10:15->14:30,23,23,1.1350067842605156,56.52173913043478,9950.0,432.60869565217394,-26100.0,-17600.0,-15650.0,mlcc_flow_top1_day,09:20,10:15,10:15,14:30,long_short
mlcc_flow_top1_day: L 09:20->10:15 / S 10:15->15:00,23,23,1.445364238410596,52.17391304347826,26900.0,1169.5652173913043,-26500.0,-15800.0,-13750.0,mlcc_flow_top1_day,09:20,10:15,10:15,15:00,long_short
mlcc_flow_top1_day: L 09:20->10:15 / S 10:15->15:25,2,2,1.09375,50.0,600.0,300.0,-6400.0,-6400.0,-6400.0,mlcc_flow_top1_day,09:20,10:15,10:15,15:25,long_short
mlcc_flow_top1_day: L 09:20->10:30,23,23,3.231382978723404,65.21739130434783,41950.0,1823.9130434782608,-7100.0,-7100.0,-5300.0,mlcc_flow_top1_day,09:20,10:30,-,-,long_only
mlcc_flow_top1_day: L 09:20->10:30 / S 10:30->13:30,23,23,0.788218793828892,47.82608695652174,-15100.0,-656.5217391304348,-43200.0,-22600.0,-17900.0,mlcc_flow_top1_day,09:20,10:30,10:30,13:30,long_short
mlcc_flow_top1_day: L 09:20->10:30 / S 10:30->14:00,23,23,0.9936708860759493,52.17391304347826,-400.0,-17.391304347826086,-28200.0,-18800.0,-14100.0,mlcc_flow_top1_day,09:20,10:30,10:30,14:00,long_short
mlcc_flow_top1_day: L 09:20->10:30 / S 10:30->14:30,23,23,1.3498376623376624,52.17391304347826,21550.0,936.9565217391304,-24100.0,-15600.0,-13550.0,mlcc_flow_top1_day,09:20,10:30,10:30,14:30,long_short
mlcc_flow_top1_day: L 09:20->10:30 / S 10:30->15:00,23,23,1.7103321033210332,56.52173913043478,38500.0,1673.9130434782608,-23300.0,-13800.0,-11650.0,mlcc_flow_top1_day,09:20,10:30,10:30,15:00,long_short
mlcc_flow_top1_day: L 09:20->10:30 / S 10:30->15:25,2,2,1.3548387096774193,50.0,2200.0,1100.0,-6200.0,-6200.0,-6200.0,mlcc_flow_top1_day,09:20,10:30,10:30,15:25,long_short
mlcc_flow_top1_day: L 09:20->10:45,23,23,3.691542288557214,60.86956521739131,54100.0,2352.1739130434785,-8600.0,-5200.0,-4600.0,mlcc_flow_top1_day,09:20,10:45,-,-,long_only
mlcc_flow_top1_day: L 09:20->10:45 / S 10:45->13:30,23,23,1.1631205673758864,52.17391304347826,9200.0,400.0,-20000.0,-20000.0,-16200.0,mlcc_flow_top1_day,09:20,10:45,10:45,13:30,long_short
mlcc_flow_top1_day: L 09:20->10:45 / S 10:45->14:00,23,23,1.548165137614679,56.52173913043478,23900.0,1039.1304347826087,-16200.0,-16200.0,-12800.0,mlcc_flow_top1_day,09:20,10:45,10:45,14:00,long_short
mlcc_flow_top1_day: L 09:20->10:45 / S 10:45->14:30,23,23,2.0234375,60.86956521739131,45850.0,1993.4782608695652,-13000.0,-13000.0,-12350.0,mlcc_flow_top1_day,09:20,10:45,10:45,14:30,long_short
mlcc_flow_top1_day: L 09:20->10:45 / S 10:45->15:00,23,23,2.4240362811791383,65.21739130434783,62800.0,2730.4347826086955,-13700.0,-12700.0,-11950.0,mlcc_flow_top1_day,09:20,10:45,10:45,15:00,long_short
mlcc_flow_top1_day: L 09:20->10:45 / S 10:45->15:25,2,2,1.5384615384615385,50.0,2800.0,1400.0,-5200.0,-5200.0,-5200.0,mlcc_flow_top1_day,09:20,10:45,10:45,15:25,long_short
mlcc_flow_top1_day: L 09:20->11:00,23,23,2.661602209944751,65.21739130434783,60150.0,2615.217391304348,-20000.0,-10400.0,-8850.0,mlcc_flow_top1_day,09:20,11:00,-,-,long_only
mlcc_flow_top1_day: L 09:20->11:00 / S 11:00->13:30,23,23,1.3966480446927374,52.17391304347826,21300.0,926.0869565217391,-19600.0,-16200.0,-13350.0,mlcc_flow_top1_day,09:20,11:00,11:00,13:30,long_short
mlcc_flow_top1_day: L 09:20->11:00 / S 11:00->14:00,23,23,1.8352668213457077,60.86956521739131,36000.0,1565.2173913043478,-12800.0,-12400.0,-11050.0,mlcc_flow_top1_day,09:20,11:00,11:00,14:00,long_short
mlcc_flow_top1_day: L 09:20->11:00 / S 11:00->14:30,23,23,2.3764845605700713,65.21739130434783,57950.0,2519.5652173913045,-16600.0,-13700.0,-11450.0,mlcc_flow_top1_day,09:20,11:00,11:00,14:30,long_short
mlcc_flow_top1_day: L 09:20->11:00 / S 11:00->15:00,23,23,2.7540983606557377,65.21739130434783,74900.0,3256.521739130435,-19500.0,-16700.0,-12050.0,mlcc_flow_top1_day,09:20,11:00,11:00,15:00,long_short
mlcc_flow_top1_day: L 09:20->11:00 / S 11:00->15:25,2,2,2.4,50.0,7000.0,3500.0,-5000.0,-5000.0,-5000.0,mlcc_flow_top1_day,09:20,11:00,11:00,15:25,long_short
mlcc_flow_top1_day: L 09:25->10:00,22,22,1.6554621848739495,63.63636363636363,15600.0,709.0909090909091,-11200.0,-8400.0,-6550.0,mlcc_flow_top1_day,09:25,10:00,-,-,long_only
mlcc_flow_top1_day: L 09:25->10:00 / S 10:00->13:30,22,22,0.502262443438914,36.36363636363637,-66000.0,-3000.0,-92300.0,-27400.0,-25600.0,mlcc_flow_top1_day,09:25,10:00,10:00,13:30,long_short
mlcc_flow_top1_day: L 09:25->10:00 / S 10:00->14:00,22,22,0.45865302642796246,36.36363636363637,-63500.0,-2886.3636363636365,-79300.0,-24400.0,-21650.0,mlcc_flow_top1_day,09:25,10:00,10:00,14:00,long_short
mlcc_flow_top1_day: L 09:25->10:00 / S 10:00->14:30,22,22,0.5902591599642538,45.45454545454545,-45850.0,-2084.090909090909,-65650.0,-26700.0,-21800.0,mlcc_flow_top1_day,09:25,10:00,10:00,14:30,long_short
mlcc_flow_top1_day: L 09:25->10:00 / S 10:00->15:00,22,22,0.6261585993820803,40.909090909090914,-36300.0,-1650.0,-55300.0,-22000.0,-18900.0,mlcc_flow_top1_day,09:25,10:00,10:00,15:00,long_short
mlcc_flow_top1_day: L 09:25->10:00 / S 10:00->15:25,2,2,0.0,0.0,-6300.0,-3150.0,-6100.0,-6100.0,-6100.0,mlcc_flow_top1_day,09:25,10:00,10:00,15:25,long_short
mlcc_flow_top1_day: L 09:25->10:15,22,22,0.9178674351585014,50.0,-2850.0,-129.54545454545453,-18700.0,-12800.0,-10400.0,mlcc_flow_top1_day,09:25,10:15,-,-,long_only
mlcc_flow_top1_day: L 09:25->10:15 / S 10:15->13:30,22,22,0.2670940170940171,40.909090909090914,-102900.0,-4677.272727272727,-111500.0,-28600.0,-26900.0,mlcc_flow_top1_day,09:25,10:15,10:15,13:30,long_short
mlcc_flow_top1_day: L 09:25->10:15 / S 10:15->14:00,22,22,0.2761355443403028,40.909090909090914,-100400.0,-4563.636363636364,-108700.0,-31900.0,-27800.0,mlcc_flow_top1_day,09:25,10:15,10:15,14:00,long_short
mlcc_flow_top1_day: L 09:25->10:15 / S 10:15->14:30,22,22,0.35653188180404355,59.09090909090909,-82750.0,-3761.3636363636365,-90850.0,-27500.0,-25200.0,mlcc_flow_top1_day,09:25,10:15,10:15,14:30,long_short
mlcc_flow_top1_day: L 09:25->10:15 / S 10:15->15:00,22,22,0.36732929991356955,50.0,-73200.0,-3327.2727272727275,-80800.0,-27700.0,-22950.0,mlcc_flow_top1_day,09:25,10:15,10:15,15:00,long_short
mlcc_flow_top1_day: L 09:25->10:15 / S 10:15->15:25,2,2,1.2,50.0,1100.0,550.0,-5500.0,-5500.0,-5500.0,mlcc_flow_top1_day,09:25,10:15,10:15,15:25,long_short
mlcc_flow_top1_day: L 09:25->10:30,22,22,0.9377828054298643,54.54545454545454,-2750.0,-125.0,-24700.0,-21700.0,-11766.666666666666,mlcc_flow_top1_day,09:25,10:30,-,-,long_only
mlcc_flow_top1_day: L 09:25->10:30 / S 10:30->13:30,22,22,0.26955903271692744,36.36363636363637,-102700.0,-4668.181818181818,-113400.0,-39300.0,-31250.0,mlcc_flow_top1_day,09:25,10:30,10:30,13:30,long_short
mlcc_flow_top1_day: L 09:25->10:30 / S 10:30->14:00,22,22,0.2898653437278526,36.36363636363637,-100200.0,-4554.545454545455,-108800.0,-49700.0,-34550.0,mlcc_flow_top1_day,09:25,10:30,10:30,14:00,long_short
mlcc_flow_top1_day: L 09:25->10:30 / S 10:30->14:30,22,22,0.383955223880597,45.45454545454545,-82550.0,-3752.2727272727275,-91600.0,-45300.0,-33000.0,mlcc_flow_top1_day,09:25,10:30,10:30,14:30,long_short
mlcc_flow_top1_day: L 09:25->10:30 / S 10:30->15:00,22,22,0.4035947712418301,45.45454545454545,-73000.0,-3318.181818181818,-82600.0,-45500.0,-30750.0,mlcc_flow_top1_day,09:25,10:30,10:30,15:00,long_short
mlcc_flow_top1_day: L 09:25->10:30 / S 10:30->15:25,2,2,1.509433962264151,50.0,2700.0,1350.0,-5300.0,-5300.0,-5300.0,mlcc_flow_top1_day,09:25,10:30,10:30,15:25,long_short
mlcc_flow_top1_day: L 09:25->10:45,22,22,1.183673469387755,59.09090909090909,8100.0,368.1818181818182,-22000.0,-18700.0,-13600.0,mlcc_flow_top1_day,09:25,10:45,-,-,long_only
mlcc_flow_top1_day: L 09:25->10:45 / S 10:45->13:30,22,22,0.3023255813953488,45.45454545454545,-81000.0,-3681.818181818182,-91200.0,-33300.0,-27450.0,mlcc_flow_top1_day,09:25,10:45,10:45,13:30,long_short
mlcc_flow_top1_day: L 09:25->10:45 / S 10:45->14:00,22,22,0.30776014109347444,45.45454545454545,-78500.0,-3568.181818181818,-86600.0,-43700.0,-31150.0,mlcc_flow_top1_day,09:25,10:45,10:45,14:00,long_short
mlcc_flow_top1_day: L 09:25->10:45 / S 10:45->14:30,22,22,0.43183940242763774,45.45454545454545,-60850.0,-2765.909090909091,-69400.0,-39300.0,-30100.0,mlcc_flow_top1_day,09:25,10:45,10:45,14:30,long_short
mlcc_flow_top1_day: L 09:25->10:45 / S 10:45->15:00,22,22,0.4885343968095713,50.0,-51300.0,-2331.818181818182,-55900.0,-39500.0,-27850.0,mlcc_flow_top1_day,09:25,10:45,10:45,15:00,long_short
mlcc_flow_top1_day: L 09:25->10:45 / S 10:45->15:25,2,2,1.7674418604651163,50.0,3300.0,1650.0,-4300.0,-4300.0,-4300.0,mlcc_flow_top1_day,09:25,10:45,10:45,15:25,long_short
mlcc_flow_top1_day: L 09:25->11:00,22,22,1.7415865384615385,68.18181818181817,30850.0,1402.2727272727273,-13400.0,-13400.0,-12550.0,mlcc_flow_top1_day,09:25,11:00,-,-,long_only
mlcc_flow_top1_day: L 09:25->11:00 / S 11:00->13:30,22,22,0.6015712682379349,50.0,-35500.0,-1613.6363636363637,-52400.0,-22700.0,-19750.0,mlcc_flow_top1_day,09:25,11:00,11:00,13:30,long_short
mlcc_flow_top1_day: L 09:25->11:00 / S 11:00->14:00,22,22,0.6447793326157158,54.54545454545454,-33000.0,-1500.0,-47800.0,-33100.0,-19700.0,mlcc_flow_top1_day,09:25,11:00,11:00,14:00,long_short
mlcc_flow_top1_day: L 09:25->11:00 / S 11:00->14:30,22,22,0.8243707093821511,54.54545454545454,-15350.0,-697.7272727272727,-30600.0,-28700.0,-22850.0,mlcc_flow_top1_day,09:25,11:00,11:00,14:30,long_short
mlcc_flow_top1_day: L 09:25->11:00 / S 11:00->15:00,22,22,0.9331026528258363,54.54545454545454,-5800.0,-263.6363636363636,-28900.0,-28900.0,-24450.0,mlcc_flow_top1_day,09:25,11:00,11:00,15:00,long_short
mlcc_flow_top1_day: L 09:25->11:00 / S 11:00->15:25,2,2,2.8292682926829267,50.0,7500.0,3750.0,-4100.0,-4100.0,-4100.0,mlcc_flow_top1_day,09:25,11:00,11:00,15:25,long_short
mlcc_flow_top1_day: L 09:30->10:00,22,22,1.563049853372434,63.63636363636363,19200.0,872.7272727272727,-18100.0,-8100.0,-7400.0,mlcc_flow_top1_day,09:30,10:00,-,-,long_only
mlcc_flow_top1_day: L 09:30->10:00 / S 10:00->13:30,22,22,0.5620689655172414,40.909090909090914,-50800.0,-2309.090909090909,-61500.0,-32300.0,-29900.0,mlcc_flow_top1_day,09:30,10:00,10:00,13:30,long_short
mlcc_flow_top1_day: L 09:30->10:00 / S 10:00->14:00,22,22,0.5004500450045004,40.909090909090914,-55500.0,-2522.7272727272725,-61900.0,-27400.0,-25950.0,mlcc_flow_top1_day,09:30,10:00,10:00,14:00,long_short
mlcc_flow_top1_day: L 09:30->10:00 / S 10:00->14:30,22,22,0.6173617846750727,40.909090909090914,-39450.0,-1793.1818181818182,-54000.0,-26800.0,-26100.0,mlcc_flow_top1_day,09:30,10:00,10:00,14:30,long_short
mlcc_flow_top1_day: L 09:30->10:00 / S 10:00->15:00,22,22,0.5407821229050279,45.45454545454545,-41100.0,-1868.1818181818182,-46500.0,-22100.0,-18800.0,mlcc_flow_top1_day,09:30,10:00,10:00,15:00,long_short
mlcc_flow_top1_day: L 09:30->10:00 / S 10:00->15:25,2,2,0.061224489795918366,50.0,-4600.0,-2300.0,-4900.0,-4900.0,-4900.0,mlcc_flow_top1_day,09:30,10:00,10:00,15:25,long_short
mlcc_flow_top1_day: L 09:30->10:15,22,22,1.106403013182674,68.18181818181817,5650.0,256.8181818181818,-38200.0,-26300.0,-17650.0,mlcc_flow_top1_day,09:30,10:15,-,-,long_only
mlcc_flow_top1_day: L 09:30->10:15 / S 10:15->13:30,22,22,0.4216778025241277,50.0,-77900.0,-3540.909090909091,-95800.0,-37100.0,-36050.0,mlcc_flow_top1_day,09:30,10:15,10:15,13:30,long_short
mlcc_flow_top1_day: L 09:30->10:15 / S 10:15->14:00,22,22,0.3975200583515682,45.45454545454545,-82600.0,-3754.5454545454545,-98300.0,-45400.0,-38800.0,mlcc_flow_top1_day,09:30,10:15,10:15,14:00,long_short
mlcc_flow_top1_day: L 09:30->10:15 / S 10:15->14:30,22,22,0.4872881355932203,59.09090909090909,-66550.0,-3025.0,-94200.0,-41000.0,-35600.0,mlcc_flow_top1_day,09:30,10:15,10:15,14:30,long_short
mlcc_flow_top1_day: L 09:30->10:15 / S 10:15->15:00,22,22,0.4205607476635514,54.54545454545454,-68200.0,-3100.0,-78600.0,-41200.0,-30150.0,mlcc_flow_top1_day,09:30,10:15,10:15,15:00,long_short
mlcc_flow_top1_day: L 09:30->10:15 / S 10:15->15:25,2,2,1.6511627906976745,50.0,2800.0,1400.0,-4300.0,-4300.0,-4300.0,mlcc_flow_top1_day,09:30,10:15,10:15,15:25,long_short
