model,n,days,pf,win,sum,avg,dd,worst,cvar05,variant,entry,long_exit,short_entry,short_exit,type
avoid_overheat_noru: L 09:05->10:00,100,44,1.0777765595877644,49.0,24766.650390625,247.66650390625,-93083.349609375,-32500.0,-25800.0,avoid_overheat_noru,09:05,10:00,-,-,long_only
avoid_overheat_noru: L 09:05->10:00 / S 10:00->13:30,100,44,0.8581251048130136,48.0,-84600.0,-846.0,-235250.0,-119000.0,-61900.0,avoid_overheat_noru,09:05,10:00,10:00,13:30,long_short
avoid_overheat_noru: L 09:05->10:00 / S 10:00->14:00,100,44,0.9347244587087237,47.0,-38266.69921875,-382.6669921875,-208533.349609375,-114000.0,-57140.0,avoid_overheat_noru,09:05,10:00,10:00,14:00,long_short
avoid_overheat_noru: L 09:05->10:00 / S 10:00->14:30,100,44,0.8802023454603936,52.0,-71816.69921875,-718.1669921875,-204483.349609375,-109000.0,-62920.0,avoid_overheat_noru,09:05,10:00,10:00,14:30,long_short
avoid_overheat_noru: L 09:05->10:00 / S 10:00->15:00,100,44,0.9535113187521914,52.0,-25883.349609375,-258.83349609375,-157766.69921875,-91000.0,-58960.0,avoid_overheat_noru,09:05,10:00,10:00,15:00,long_short
avoid_overheat_noru: L 09:05->10:00 / S 10:00->15:25,5,5,2.554054054054054,40.0,11500.0,2300.0,-4800.0,-4500.0,-4500.0,avoid_overheat_noru,09:05,10:00,10:00,15:25,long_short
avoid_overheat_noru: L 09:05->10:15,100,44,1.1154248170822756,53.0,38650.0,386.5,-102150.0,-31500.0,-21585.714285714286,avoid_overheat_noru,09:05,10:15,-,-,long_only
avoid_overheat_noru: L 09:05->10:15 / S 10:15->13:30,100,44,0.8918353657890614,51.0,-56833.30078125,-568.3330078125,-176183.30078125,-95000.0,-52060.0,avoid_overheat_noru,09:05,10:15,10:15,13:30,long_short
avoid_overheat_noru: L 09:05->10:15 / S 10:15->14:00,100,44,0.9794687951751668,50.0,-10500.0,-105.0,-149466.650390625,-90000.0,-46280.0,avoid_overheat_noru,09:05,10:15,10:15,14:00,long_short
avoid_overheat_noru: L 09:05->10:15 / S 10:15->14:30,100,44,0.9135455142315198,53.0,-44050.0,-440.5,-146416.650390625,-85000.0,-52580.0,avoid_overheat_noru,09:05,10:15,10:15,14:30,long_short
avoid_overheat_noru: L 09:05->10:15 / S 10:15->15:00,100,44,1.0038732125642673,55.00000000000001,1883.349609375,18.83349609375,-111300.0,-67000.0,-47660.0,avoid_overheat_noru,09:05,10:15,10:15,15:00,long_short
avoid_overheat_noru: L 09:05->10:15 / S 10:15->15:25,5,5,0.27906976744186046,40.0,-6200.0,-1240.0,-6400.0,-5900.0,-5900.0,avoid_overheat_noru,09:05,10:15,10:15,15:25,long_short
avoid_overheat_noru: L 09:05->10:30,100,44,0.9795812745369815,54.0,-8516.650390625,-85.16650390625,-130600.0,-46500.0,-34300.0,avoid_overheat_noru,09:05,10:30,-,-,long_only
avoid_overheat_noru: L 09:05->10:30 / S 10:30->13:30,100,44,0.7359996479872511,45.0,-151166.6015625,-1511.666015625,-229983.30078125,-48100.0,-39020.0,avoid_overheat_noru,09:05,10:30,10:30,13:30,long_short
avoid_overheat_noru: L 09:05->10:30 / S 10:30->14:00,100,44,0.8100673959937494,43.0,-104833.30078125,-1048.3330078125,-194766.650390625,-44500.0,-37740.0,avoid_overheat_noru,09:05,10:30,10:30,14:00,long_short
avoid_overheat_noru: L 09:05->10:30 / S 10:30->14:30,100,44,0.7540289712384465,44.0,-138383.30078125,-1383.8330078125,-197716.650390625,-47000.0,-39780.0,avoid_overheat_noru,09:05,10:30,10:30,14:30,long_short
avoid_overheat_noru: L 09:05->10:30 / S 10:30->15:00,100,44,0.8371643308289299,46.0,-92449.951171875,-924.49951171875,-163450.0,-51000.0,-41340.0,avoid_overheat_noru,09:05,10:30,10:30,15:00,long_short
avoid_overheat_noru: L 09:05->10:30 / S 10:30->15:25,5,5,0.08466819221967964,40.0,-40000.0,-8000.0,-42600.0,-28400.0,-28400.0,avoid_overheat_noru,09:05,10:30,10:30,15:25,long_short
avoid_overheat_noru: L 09:05->10:45,100,44,1.0424360641970796,50.0,20183.30078125,201.8330078125,-179016.69921875,-49000.0,-37920.0,avoid_overheat_noru,09:05,10:45,-,-,long_only
avoid_overheat_noru: L 09:05->10:45 / S 10:45->13:30,100,44,0.8335305471656601,46.0,-93766.69921875,-937.6669921875,-196266.69921875,-49500.0,-39820.0,avoid_overheat_noru,09:05,10:45,10:45,13:30,long_short
avoid_overheat_noru: L 09:05->10:45 / S 10:45->14:00,100,44,0.9122091538944335,45.0,-47433.3984375,-474.333984375,-163083.3984375,-49000.0,-39160.0,avoid_overheat_noru,09:05,10:45,10:45,14:00,long_short
avoid_overheat_noru: L 09:05->10:45 / S 10:45->14:30,100,44,0.8529713303225023,43.0,-80983.3984375,-809.833984375,-181533.3984375,-52000.0,-38780.0,avoid_overheat_noru,09:05,10:45,10:45,14:30,long_short
avoid_overheat_noru: L 09:05->10:45 / S 10:45->15:00,100,44,0.9374311182268363,46.0,-35050.048828125,-350.50048828125,-181100.048828125,-56000.0,-40480.0,avoid_overheat_noru,09:05,10:45,10:45,15:00,long_short
avoid_overheat_noru: L 09:05->10:45 / S 10:45->15:25,5,5,0.17989417989417988,40.0,-31000.0,-6200.0,-34900.0,-24000.0,-24000.0,avoid_overheat_noru,09:05,10:45,10:45,15:25,long_short
avoid_overheat_noru: L 09:05->11:00,100,44,0.9851587777924807,50.0,-8066.69921875,-80.6669921875,-251066.69921875,-50300.0,-44420.0,avoid_overheat_noru,09:05,11:00,-,-,long_only
avoid_overheat_noru: L 09:05->11:00 / S 11:00->13:30,100,44,0.7675509332218269,44.0,-150266.69921875,-1502.6669921875,-306616.69921875,-61700.0,-51040.0,avoid_overheat_noru,09:05,11:00,11:00,13:30,long_short
avoid_overheat_noru: L 09:05->11:00 / S 11:00->14:00,100,44,0.8310712743803332,46.0,-103933.3984375,-1039.333984375,-263083.3984375,-60500.0,-51020.0,avoid_overheat_noru,09:05,11:00,11:00,14:00,long_short
avoid_overheat_noru: L 09:05->11:00 / S 11:00->14:30,100,44,0.7730110980825747,50.0,-137483.3984375,-1374.833984375,-258783.3984375,-65000.0,-49380.0,avoid_overheat_noru,09:05,11:00,11:00,14:30,long_short
avoid_overheat_noru: L 09:05->11:00 / S 11:00->15:00,100,44,0.8482050837811077,53.0,-91550.048828125,-915.50048828125,-236600.048828125,-71000.0,-55860.0,avoid_overheat_noru,09:05,11:00,11:00,15:00,long_short
avoid_overheat_noru: L 09:05->11:00 / S 11:00->15:25,5,5,0.16757741347905283,40.0,-45700.0,-9140.0,-52800.0,-42000.0,-42000.0,avoid_overheat_noru,09:05,11:00,11:00,15:25,long_short
avoid_overheat_noru: L 09:10->10:00,98,41,0.9954252951009825,47.95918367346938,-1466.650390625,-14.9658203125,-142416.650390625,-44000.0,-27840.0,avoid_overheat_noru,09:10,10:00,-,-,long_only
avoid_overheat_noru: L 09:10->10:00 / S 10:00->13:30,98,41,0.6065551938549274,43.87755102040816,-241483.30078125,-2464.115314094388,-290083.30078125,-122000.0,-58390.0,avoid_overheat_noru,09:10,10:00,10:00,13:30,long_short
avoid_overheat_noru: L 09:10->10:00 / S 10:00->14:00,98,41,0.6535963830661734,45.91836734693878,-210700.0,-2150.0,-265000.0,-117000.0,-54080.0,avoid_overheat_noru,09:10,10:00,10:00,14:00,long_short
avoid_overheat_noru: L 09:10->10:00 / S 10:00->14:30,98,41,0.6441041104586573,46.93877551020408,-224250.0,-2288.265306122449,-273650.0,-112000.0,-57010.0,avoid_overheat_noru,09:10,10:00,10:00,14:30,long_short
avoid_overheat_noru: L 09:10->10:00 / S 10:00->15:00,98,41,0.7276105157429984,52.04081632653062,-162516.650390625,-1658.3331672512754,-231216.650390625,-94000.0,-51910.0,avoid_overheat_noru,09:10,10:00,10:00,15:00,long_short
avoid_overheat_noru: L 09:10->10:00 / S 10:00->15:25,5,5,0.5966514459665144,20.0,-13250.0,-2650.0,-25900.0,-25900.0,-25900.0,avoid_overheat_noru,09:10,10:00,10:00,15:25,long_short
avoid_overheat_noru: L 09:10->10:15,98,41,1.1309176662357747,54.08163265306123,44016.69921875,449.1499920280612,-152383.30078125,-43000.0,-27940.0,avoid_overheat_noru,09:10,10:15,-,-,long_only
avoid_overheat_noru: L 09:10->10:15 / S 10:15->13:30,98,41,0.6994476512821333,50.0,-150516.6015625,-1535.8836894132653,-214816.6015625,-98000.0,-46260.0,avoid_overheat_noru,09:10,10:15,10:15,13:30,long_short
avoid_overheat_noru: L 09:10->10:15 / S 10:15->14:00,98,41,0.7597324910987465,46.93877551020408,-119733.30078125,-1221.7683753188776,-189733.30078125,-93000.0,-43240.0,avoid_overheat_noru,09:10,10:15,10:15,14:00,long_short
avoid_overheat_noru: L 09:10->10:15 / S 10:15->14:30,98,41,0.7416656366638357,44.89795918367347,-133283.30078125,-1360.0336814413265,-198933.30078125,-88000.0,-46570.0,avoid_overheat_noru,09:10,10:15,10:15,14:30,long_short
avoid_overheat_noru: L 09:10->10:15 / S 10:15->15:00,98,41,0.860775183840628,50.0,-71549.951171875,-730.101542570153,-162249.951171875,-70000.0,-43130.0,avoid_overheat_noru,09:10,10:15,10:15,15:00,long_short
avoid_overheat_noru: L 09:10->10:15 / S 10:15->15:25,5,5,0.14593698175787728,40.0,-25750.0,-5150.0,-26950.0,-26900.0,-26900.0,avoid_overheat_noru,09:10,10:15,10:15,15:25,long_short
avoid_overheat_noru: L 09:10->10:30,98,41,1.2101231518394129,52.04081632653062,71750.048828125,732.1433553890306,-135049.951171875,-42500.0,-30850.0,avoid_overheat_noru,09:10,10:30,-,-,long_only
avoid_overheat_noru: L 09:10->10:30 / S 10:30->13:30,98,41,0.7929872539611238,48.97959183673469,-95049.90234375,-969.8969626913265,-151249.90234375,-47100.0,-34690.0,avoid_overheat_noru,09:10,10:30,10:30,13:30,long_short
avoid_overheat_noru: L 09:10->10:30 / S 10:30->14:00,98,41,0.8605628084996746,45.91836734693878,-64266.6015625,-655.7816485969388,-126166.6015625,-43500.0,-32480.0,avoid_overheat_noru,09:10,10:30,10:30,14:00,long_short
avoid_overheat_noru: L 09:10->10:30 / S 10:30->14:30,98,41,0.8340620501919181,46.93877551020408,-77816.6015625,-794.0469547193877,-134816.6015625,-47250.0,-33850.0,avoid_overheat_noru,09:10,10:30,10:30,14:30,long_short
avoid_overheat_noru: L 09:10->10:30 / S 10:30->15:00,98,41,0.9648875625955136,50.0,-16083.251953125,-164.11481584821428,-111500.0,-48250.0,-34830.0,avoid_overheat_noru,09:10,10:30,10:30,15:00,long_short
avoid_overheat_noru: L 09:10->10:30 / S 10:30->15:25,5,5,0.06970260223048327,40.0,-50050.0,-10010.0,-53650.0,-27400.0,-27400.0,avoid_overheat_noru,09:10,10:30,10:30,15:25,long_short
avoid_overheat_noru: L 09:10->10:45,98,41,1.2823136154256822,50.0,114050.0,1163.7755102040817,-177000.0,-53500.0,-34310.0,avoid_overheat_noru,09:10,10:45,-,-,long_only
avoid_overheat_noru: L 09:10->10:45 / S 10:45->13:30,98,41,0.9790825694888133,46.93877551020408,-10450.0,-106.63265306122449,-198250.0,-42700.0,-35010.0,avoid_overheat_noru,09:10,10:45,10:45,13:30,long_short
avoid_overheat_noru: L 09:10->10:45 / S 10:45->14:00,98,41,1.041309652463078,46.93877551020408,20333.30078125,207.48266103316325,-181166.69921875,-39100.0,-33480.0,avoid_overheat_noru,09:10,10:45,10:45,14:00,long_short
avoid_overheat_noru: L 09:10->10:45 / S 10:45->14:30,98,41,1.0134039659035496,45.91836734693878,6783.30078125,69.21735491071429,-198866.69921875,-47250.0,-34070.0,avoid_overheat_noru,09:10,10:45,10:45,14:30,long_short
avoid_overheat_noru: L 09:10->10:45 / S 10:45->15:00,98,41,1.1369921897461825,50.0,68516.650390625,699.1494937818877,-170783.349609375,-48250.0,-34970.0,avoid_overheat_noru,09:10,10:45,10:45,15:00,long_short
avoid_overheat_noru: L 09:10->10:45 / S 10:45->15:25,5,5,0.1623222748815166,40.0,-35350.0,-7070.0,-39700.0,-23000.0,-23000.0,avoid_overheat_noru,09:10,10:45,10:45,15:25,long_short
avoid_overheat_noru: L 09:10->11:00,98,41,1.2188346883468835,56.12244897959183,96900.0,988.7755102040817,-220550.0,-61500.0,-39860.0,avoid_overheat_noru,09:10,11:00,-,-,long_only
avoid_overheat_noru: L 09:10->11:00 / S 11:00->13:30,98,41,0.9130730380730381,51.02040816326531,-44750.0,-456.6326530612245,-255450.0,-60700.0,-42410.0,avoid_overheat_noru,09:10,11:00,11:00,13:30,long_short
avoid_overheat_noru: L 09:10->11:00 / S 11:00->14:00,98,41,0.9713855783266748,52.04081632653062,-13966.69921875,-142.51733896683675,-232516.69921875,-57100.0,-42480.0,avoid_overheat_noru,09:10,11:00,11:00,14:00,long_short
avoid_overheat_noru: L 09:10->11:00 / S 11:00->14:30,98,41,0.944917026886698,52.04081632653062,-27516.69921875,-280.7826450892857,-252666.69921875,-58750.0,-41910.0,avoid_overheat_noru,09:10,11:00,11:00,14:30,long_short
avoid_overheat_noru: L 09:10->11:00 / S 11:00->15:00,98,41,1.069780055859335,57.14285714285714,34216.650390625,349.14949378188777,-214933.349609375,-59750.0,-42690.0,avoid_overheat_noru,09:10,11:00,11:00,15:00,long_short
avoid_overheat_noru: L 09:10->11:00 / S 11:00->15:25,5,5,0.15065146579804561,40.0,-52150.0,-10430.0,-59700.0,-41000.0,-41000.0,avoid_overheat_noru,09:10,11:00,11:00,15:25,long_short
avoid_overheat_noru: L 09:15->10:00,93,41,1.0263572876774048,48.38709677419355,5850.0,62.903225806451616,-80950.0,-23750.0,-17690.0,avoid_overheat_noru,09:15,10:00,-,-,long_only
avoid_overheat_noru: L 09:15->10:00 / S 10:00->13:30,93,41,0.5951268703720203,50.53763440860215,-255616.650390625,-2748.5661332325267,-328233.30078125,-133000.0,-67360.0,avoid_overheat_noru,09:15,10:00,10:00,13:30,long_short
avoid_overheat_noru: L 09:15->10:00 / S 10:00->14:00,93,41,0.6835153050804517,46.236559139784944,-191283.349609375,-2056.8102108534945,-285000.0,-128000.0,-60300.0,avoid_overheat_noru,09:15,10:00,10:00,14:00,long_short
avoid_overheat_noru: L 09:15->10:00 / S 10:00->14:30,93,41,0.646298332058769,48.38709677419355,-238483.349609375,-2564.3370925739246,-306500.0,-123000.0,-65920.0,avoid_overheat_noru,09:15,10:00,10:00,14:30,long_short
avoid_overheat_noru: L 09:15->10:00 / S 10:00->15:00,93,41,0.705414645781983,51.61290322580645,-185250.0,-1991.9354838709678,-273450.0,-105000.0,-63180.0,avoid_overheat_noru,09:15,10:00,10:00,15:00,long_short
avoid_overheat_noru: L 09:15->10:00 / S 10:00->15:25,3,3,0.0,0.0,-7900.0,-2633.3333333333335,-7900.0,-5100.0,-5100.0,avoid_overheat_noru,09:15,10:00,10:00,15:25,long_short
avoid_overheat_noru: L 09:15->10:15,93,41,1.2974382277444396,54.83870967741935,67533.349609375,726.165049563172,-85316.650390625,-19500.0,-16570.0,avoid_overheat_noru,09:15,10:15,-,-,long_only
avoid_overheat_noru: L 09:15->10:15 / S 10:15->13:30,93,41,0.7202243470025915,50.53763440860215,-132249.951171875,-1422.042485719086,-220150.0,-109000.0,-49620.0,avoid_overheat_noru,09:15,10:15,10:15,13:30,long_short
avoid_overheat_noru: L 09:15->10:15 / S 10:15->14:00,93,41,0.8502058879783304,50.53763440860215,-67916.650390625,-730.2865633400538,-183300.0,-104000.0,-45060.0,avoid_overheat_noru,09:15,10:15,10:15,14:00,long_short
avoid_overheat_noru: L 09:15->10:15 / S 10:15->14:30,93,41,0.7743916699840764,52.68817204301075,-115116.650390625,-1237.813445060484,-207600.0,-99000.0,-49040.0,avoid_overheat_noru,09:15,10:15,10:15,14:30,long_short
avoid_overheat_noru: L 09:15->10:15 / S 10:15->15:00,93,41,0.8718506921075793,52.68817204301075,-61883.30078125,-665.4118363575269,-179450.0,-81000.0,-46380.0,avoid_overheat_noru,09:15,10:15,10:15,15:00,long_short
avoid_overheat_noru: L 09:15->10:15 / S 10:15->15:25,3,3,0.4827586206896552,33.33333333333333,-3000.0,-1000.0,-5800.0,-3100.0,-3100.0,avoid_overheat_noru,09:15,10:15,10:15,15:25,long_short
avoid_overheat_noru: L 09:15->10:30,93,41,1.290593758501088,54.83870967741935,80116.69921875,861.4698840725806,-98150.0,-37000.0,-21260.0,avoid_overheat_noru,09:15,10:30,-,-,long_only
avoid_overheat_noru: L 09:15->10:30 / S 10:30->13:30,93,41,0.7623277062409832,44.086021505376344,-107083.251953125,-1151.4328167002689,-166583.251953125,-43000.0,-32720.0,avoid_overheat_noru,09:15,10:30,10:30,13:30,long_short
avoid_overheat_noru: L 09:15->10:30 / S 10:30->14:00,93,41,0.9009500667936168,46.236559139784944,-42749.951171875,-459.67689432123655,-125450.0,-32700.0,-28450.0,avoid_overheat_noru,09:15,10:30,10:30,14:00,long_short
avoid_overheat_noru: L 09:15->10:30 / S 10:30->14:30,93,41,0.8113465789180474,49.46236559139785,-89949.951171875,-967.2037760416666,-150249.951171875,-40500.0,-32540.0,avoid_overheat_noru,09:15,10:30,10:30,14:30,long_short
avoid_overheat_noru: L 09:15->10:30 / S 10:30->15:00,93,41,0.9194369685957213,49.46236559139785,-36716.6015625,-394.8021673387097,-107266.6015625,-41500.0,-34980.0,avoid_overheat_noru,09:15,10:30,10:30,15:00,long_short
avoid_overheat_noru: L 09:15->10:30 / S 10:30->15:25,3,3,0.6753246753246753,33.33333333333333,-2500.0,-833.3333333333334,-7700.0,-6300.0,-6300.0,avoid_overheat_noru,09:15,10:30,10:30,15:25,long_short
avoid_overheat_noru: L 09:15->10:45,93,41,1.450297614860048,53.76344086021505,150016.650390625,1613.082262264785,-138033.349609375,-37000.0,-24600.0,avoid_overheat_noru,09:15,10:45,-,-,long_only
avoid_overheat_noru: L 09:15->10:45 / S 10:45->13:30,93,41,1.0811324250232486,51.61290322580645,32716.650390625,351.7919396841398,-137383.349609375,-40800.0,-29760.0,avoid_overheat_noru,09:15,10:45,10:45,13:30,long_short
avoid_overheat_noru: L 09:15->10:45 / S 10:45->14:00,93,41,1.2553610082143798,49.46236559139785,97049.951171875,1043.547862063172,-124216.69921875,-30500.0,-24858.333333333332,avoid_overheat_noru,09:15,10:45,10:45,14:00,long_short
avoid_overheat_noru: L 09:15->10:45 / S 10:45->14:30,93,41,1.1204250541656602,52.68817204301075,49849.951171875,536.020980342742,-153616.69921875,-40500.0,-30980.0,avoid_overheat_noru,09:15,10:45,10:45,14:30,long_short
avoid_overheat_noru: L 09:15->10:45 / S 10:45->15:00,93,41,1.2437821941143432,52.68817204301075,103083.30078125,1108.422589045699,-145550.0,-41500.0,-33060.0,avoid_overheat_noru,09:15,10:45,10:45,15:00,long_short
avoid_overheat_noru: L 09:15->10:45 / S 10:45->15:25,3,3,1.9714285714285715,66.66666666666666,3400.0,1133.3333333333333,-3500.0,-3500.0,-3500.0,avoid_overheat_noru,09:15,10:45,10:45,15:25,long_short
avoid_overheat_noru: L 09:15->11:00,93,41,1.3070551220752396,53.76344086021505,121716.650390625,1308.7811869959678,-205333.349609375,-52000.0,-35630.0,avoid_overheat_noru,09:15,11:00,-,-,long_only
avoid_overheat_noru: L 09:15->11:00 / S 11:00->13:30,93,41,0.9489235466009944,52.68817204301075,-23883.349609375,-256.8102108534946,-244483.349609375,-64000.0,-42260.0,avoid_overheat_noru,09:15,11:00,11:00,13:30,long_short
avoid_overheat_noru: L 09:15->11:00 / S 11:00->14:00,93,41,1.0941682020064603,50.53763440860215,40449.951171875,434.94571152553766,-197850.048828125,-57000.0,-38950.0,avoid_overheat_noru,09:15,11:00,11:00,14:00,long_short
avoid_overheat_noru: L 09:15->11:00 / S 11:00->14:30,93,41,0.9854728315331432,55.91397849462365,-6750.048828125,-72.58117019489248,-242400.048828125,-58000.0,-42180.0,avoid_overheat_noru,09:15,11:00,11:00,14:30,long_short
avoid_overheat_noru: L 09:15->11:00 / S 11:00->15:00,93,41,1.0994295203877005,58.06451612903226,46483.30078125,499.8204385080645,-223166.69921875,-70000.0,-48340.0,avoid_overheat_noru,09:15,11:00,11:00,15:00,long_short
avoid_overheat_noru: L 09:15->11:00 / S 11:00->15:25,3,3,3.4444444444444446,66.66666666666666,6600.0,2200.0,-2700.0,-2700.0,-2700.0,avoid_overheat_noru,09:15,11:00,11:00,15:25,long_short
avoid_overheat_noru: L 09:20->10:00,91,42,1.5601258402841256,56.043956043956044,91916.650390625,1010.0730812156594,-35750.0,-18250.0,-12210.0,avoid_overheat_noru,09:20,10:00,-,-,long_only
avoid_overheat_noru: L 09:20->10:00 / S 10:00->13:30,91,42,0.7429098252699974,50.54945054945055,-146400.0,-1608.7912087912089,-261466.650390625,-132000.0,-66820.0,avoid_overheat_noru,09:20,10:00,10:00,13:30,long_short
avoid_overheat_noru: L 09:20->10:00 / S 10:00->14:00,91,42,0.8276393252335409,53.84615384615385,-96866.69921875,-1064.469222184066,-240600.0,-127000.0,-61510.0,avoid_overheat_noru,09:20,10:00,10:00,14:00,long_short
avoid_overheat_noru: L 09:20->10:00 / S 10:00->14:30,91,42,0.7815949712850333,50.54945054945055,-132866.69921875,-1460.0736177884614,-230250.0,-122000.0,-64440.0,avoid_overheat_noru,09:20,10:00,10:00,14:30,long_short
avoid_overheat_noru: L 09:20->10:00 / S 10:00->15:00,91,42,0.8795964369459617,53.84615384615385,-67233.349609375,-738.8280176854396,-193800.0,-104000.0,-59680.0,avoid_overheat_noru,09:20,10:00,10:00,15:00,long_short
avoid_overheat_noru: L 09:20->10:00 / S 10:00->15:25,4,4,0.09274193548387097,25.0,-11250.0,-2812.5,-12000.0,-6400.0,-6400.0,avoid_overheat_noru,09:20,10:00,10:00,15:25,long_short
avoid_overheat_noru: L 09:20->10:15,91,42,1.8526348039215685,53.84615384615385,139150.0,1529.1208791208792,-25183.349609375,-14500.0,-12510.0,avoid_overheat_noru,09:20,10:15,-,-,long_only
avoid_overheat_noru: L 09:20->10:15 / S 10:15->13:30,91,42,0.8815930214745782,52.74725274725275,-51933.30078125,-570.6956129807693,-174900.0,-108000.0,-50780.0,avoid_overheat_noru,09:20,10:15,10:15,13:30,long_short
avoid_overheat_noru: L 09:20->10:15 / S 10:15->14:00,91,42,0.9945017182130584,54.94505494505495,-2400.0,-26.373626373626372,-148300.0,-103000.0,-45020.0,avoid_overheat_noru,09:20,10:15,10:15,14:00,long_short
avoid_overheat_noru: L 09:20->10:15 / S 10:15->14:30,91,42,0.9184799915083325,52.74725274725275,-38400.0,-421.97802197802196,-143350.0,-98000.0,-43333.333333333336,avoid_overheat_noru,09:20,10:15,10:15,14:30,long_short
avoid_overheat_noru: L 09:20->10:15 / S 10:15->15:00,91,42,1.0623974100340818,56.043956043956044,27233.349609375,299.267578125,-112000.0,-80000.0,-42760.0,avoid_overheat_noru,09:20,10:15,10:15,15:00,long_short
avoid_overheat_noru: L 09:20->10:15 / S 10:15->15:25,4,4,0.1605351170568562,25.0,-12550.0,-3137.5,-14950.0,-6300.0,-6300.0,avoid_overheat_noru,09:20,10:15,10:15,15:25,long_short
avoid_overheat_noru: L 09:20->10:30,91,42,1.626578359892874,53.84615384615385,132333.349609375,1454.2126330700548,-40500.0,-16000.0,-13160.0,avoid_overheat_noru,09:20,10:30,-,-,long_only
avoid_overheat_noru: L 09:20->10:30 / S 10:30->13:30,91,42,0.8446841133187256,48.35164835164835,-65566.6015625,-720.5121050824176,-164000.0,-44500.0,-32540.0,avoid_overheat_noru,09:20,10:30,10:30,13:30,long_short
avoid_overheat_noru: L 09:20->10:30 / S 10:30->14:00,91,42,0.9613329295037983,50.54945054945055,-16033.30078125,-176.19011847527472,-145400.0,-34200.0,-27630.0,avoid_overheat_noru,09:20,10:30,10:30,14:00,long_short
avoid_overheat_noru: L 09:20->10:30 / S 10:30->14:30,91,42,0.8818499073995232,49.45054945054945,-52033.30078125,-571.7945140796703,-131250.0,-38100.0,-31860.0,avoid_overheat_noru,09:20,10:30,10:30,14:30,long_short
avoid_overheat_noru: L 09:20->10:30 / S 10:30->15:00,91,42,1.0334811640278803,53.84615384615385,13600.048828125,149.45108602335165,-100850.0,-42400.0,-31780.0,avoid_overheat_noru,09:20,10:30,10:30,15:00,long_short
avoid_overheat_noru: L 09:20->10:30 / S 10:30->15:25,4,4,0.23357664233576642,25.0,-15750.0,-3937.5,-20550.0,-8750.0,-8750.0,avoid_overheat_noru,09:20,10:30,10:30,15:25,long_short
avoid_overheat_noru: L 09:20->10:45,91,42,1.7995152680425752,52.74725274725275,192483.30078125,2115.201107486264,-72283.349609375,-17100.0,-15090.0,avoid_overheat_noru,09:20,10:45,-,-,long_only
avoid_overheat_noru: L 09:20->10:45 / S 10:45->13:30,91,42,1.1575285675097136,45.05494505494506,54733.30078125,601.46484375,-97633.349609375,-42300.0,-25140.0,avoid_overheat_noru,09:20,10:45,10:45,13:30,long_short
avoid_overheat_noru: L 09:20->10:45 / S 10:45->14:00,91,42,1.3125966168865237,48.35164835164835,104266.6015625,1145.786830357143,-91166.69921875,-32000.0,-22190.0,avoid_overheat_noru,09:20,10:45,10:45,14:00,long_short
avoid_overheat_noru: L 09:20->10:45 / S 10:45->14:30,91,42,1.1787785820675658,51.64835164835166,68266.6015625,750.1824347527472,-121666.69921875,-35900.0,-28020.0,avoid_overheat_noru,09:20,10:45,10:45,14:30,long_short
avoid_overheat_noru: L 09:20->10:45 / S 10:45->15:00,91,42,1.3548428545696967,52.74725274725275,133899.951171875,1471.4280348557693,-99700.0,-40200.0,-27220.0,avoid_overheat_noru,09:20,10:45,10:45,15:00,long_short
avoid_overheat_noru: L 09:20->10:45 / S 10:45->15:25,4,4,0.2440677966101695,25.0,-11150.0,-2787.5,-14750.0,-10050.0,-10050.0,avoid_overheat_noru,09:20,10:45,10:45,15:25,long_short
avoid_overheat_noru: L 09:20->11:00,91,42,1.7095105602584455,54.94505494505495,189983.30078125,2087.728580013736,-96666.69921875,-25500.0,-21040.0,avoid_overheat_noru,09:20,11:00,-,-,long_only
avoid_overheat_noru: L 09:20->11:00 / S 11:00->13:30,91,42,1.141007373919053,51.64835164835166,49733.30078125,546.519788804945,-135666.69921875,-38000.0,-28380.0,avoid_overheat_noru,09:20,11:00,11:00,13:30,long_short
avoid_overheat_noru: L 09:20->11:00 / S 11:00->14:00,91,42,1.3081856614793543,51.64835164835166,99266.6015625,1090.8417754120878,-108133.3984375,-36500.0,-25650.0,avoid_overheat_noru,09:20,11:00,11:00,14:00,long_short
avoid_overheat_noru: L 09:20->11:00 / S 11:00->14:30,91,42,1.1768211334893794,57.14285714285714,63266.6015625,695.2373798076923,-144483.3984375,-46500.0,-30520.0,avoid_overheat_noru,09:20,11:00,11:00,14:30,long_short
avoid_overheat_noru: L 09:20->11:00 / S 11:00->15:00,91,42,1.3635593038270342,61.53846153846154,128899.951171875,1416.4829799107142,-130466.69921875,-47500.0,-34080.0,avoid_overheat_noru,09:20,11:00,11:00,15:00,long_short
avoid_overheat_noru: L 09:20->11:00 / S 11:00->15:25,4,4,0.40304182509505704,50.0,-7850.0,-1962.5,-12650.0,-9950.0,-9950.0,avoid_overheat_noru,09:20,11:00,11:00,15:25,long_short
avoid_overheat_noru: L 09:25->10:00,86,39,1.7210404199911347,58.139534883720934,101666.69921875,1182.1709211482557,-39316.650390625,-23250.0,-13090.0,avoid_overheat_noru,09:25,10:00,-,-,long_only
avoid_overheat_noru: L 09:25->10:00 / S 10:00->13:30,86,39,0.8231481529757365,52.32558139534884,-92749.951171875,-1078.4878043241279,-230200.0,-125000.0,-62760.0,avoid_overheat_noru,09:25,10:00,10:00,13:30,long_short
